run_id,market,model,feature_set,seed,config_sha256,aligned_warmup_rows,matched_plan_path
wig20__dnfs__close__seed2026,wig20,dnfs,close,2026,326c2cb18fef9633d34793cc6be0ca57bd514894d739f5691e420aed1d9c64f8,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed1,wig20,dnfs,indicators,1,a72e83ed06a2d73d07721d664adfa011ae29ff561e59e2af789e34f39cd9eecf,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed7,wig20,dnfs,indicators,7,a19bb5a78871eb817739b431f1c05c48d21b1e68f276a1d575a6fa4c173edb98,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed42,wig20,dnfs,indicators,42,f7c0bf291d7d3b260d3331d5474d330476f1c7973a391b391962ad34c6619d9e,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed123,wig20,dnfs,indicators,123,24ec3b317ebce8ac02201fbf03cb1727ffa527efd69f75eb427641a00f0492ac,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/wig20_plan.csv
wig20__dnfs__indicators__seed2026,wig20,dnfs,indicators,2026,181e94f296dca661ba72af240b97e6234a57dc3c85042c72f4f549a434061c53,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/wig20_plan.csv
sp500__naive_persistence__close__seed1,sp500,naive_persistence,close,1,134889c0a818797a5800826c985fe3a637b726baaa191fb5f69a4774b342ba0c,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed7,sp500,naive_persistence,close,7,9abade4591774a6c9efc89570ac65a127709099a51cc0f39fbba44f5ea2690d0,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed42,sp500,naive_persistence,close,42,bb9e07786a2316ed226c90bdde90ae985ec94c55848baaf04f8cf1e545290bb8,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed123,sp500,naive_persistence,close,123,83d3e04412fa6ccc36e67487104655fb7fbfca99c83963f2f1096545e174bf39,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__close__seed2026,sp500,naive_persistence,close,2026,f8cf1d90990d4671377adf7d3b0f25c0d42f4e91f61fe3f35e9327c8b2b105fa,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed1,sp500,naive_persistence,indicators,1,8ab93f9ffcfc97fd8256099e2712ed11446a43d25663f07ee21eb22a9b575ff2,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed7,sp500,naive_persistence,indicators,7,5277f2f7a31cd8f9bac101ff0072b39f224e47accdb2eac6d5b81208c603643a,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed42,sp500,naive_persistence,indicators,42,9259f334a756017ee9c0155ffb8f8c2bd9b95a5b1aba59c0d7612011fd4b13da,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed123,sp500,naive_persistence,indicators,123,282f3914584d269a100bca5ac9876dce22de4d5f1409fd4783eb23cdb80a254f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__naive_persistence__indicators__seed2026,sp500,naive_persistence,indicators,2026,0f020b24a65d694e6af67f52404161334fba55e6ff6998f9ceb83a5c9cfe8187,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed1,sp500,linear_regression,close,1,4bc42d11ccb96ba47d0f6f8d1854c52fa0397cb121b046ac10a64da31c0a97ae,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed7,sp500,linear_regression,close,7,925e361efb2f42439367a9f0ce4057a250f751af6e24639f2abc730b867a2cc9,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed42,sp500,linear_regression,close,42,b136a1d88471170e58eb9d7fed25e37ec8e65c0f8a5b530c9e37ad1f3d7fb5ac,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed123,sp500,linear_regression,close,123,8761e0b3145480a3ad25246be3c9973ef50cb9b130087f1f3fded9ec8bab7deb,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__close__seed2026,sp500,linear_regression,close,2026,d3a6684c3a7e239e0c736ec4d576c61ea7415383dc94b854331d61ac7b82540f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed1,sp500,linear_regression,indicators,1,7571b8435563a7c8f9dc490c6b8391864618f76086151192c23ec3764dd77945,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed7,sp500,linear_regression,indicators,7,ec9eba23b76d1be69d7f706b1d89c5b7b5e06764af4f7e167964bc4e2ee8286a,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed42,sp500,linear_regression,indicators,42,393e35e44ae698c6325df4de7b1e7b6036bb742dcf56a641b3dbcb8557b7114b,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed123,sp500,linear_regression,indicators,123,eb7e59f9a5c17a8c62ceea3594e9b006f96e1642e44ae0608340ff137d27605d,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__linear_regression__indicators__seed2026,sp500,linear_regression,indicators,2026,b045ed3e2fc867dfa08592a74d1748f98f413ef15d488daf0ef9397cf7236f09,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed1,sp500,cnn1d,close,1,0b3a61cd69bf82372f1b94bc67e7528b4a92dcb456832cc555955accf6b5edff,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed7,sp500,cnn1d,close,7,94f3afc42771fea682a0e4b385ea37f2345c236ca548e9ce75535d8f1ba6052b,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed42,sp500,cnn1d,close,42,995066ecd173173d53c5d5a7abdb5c7a68e96fb30ccfbe86bdd1fe9fcb4aff5d,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed123,sp500,cnn1d,close,123,a4f6f8db0bcee871036983c321c680a1cb09584a6096e07b473f96cd25580a35,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__close__seed2026,sp500,cnn1d,close,2026,bb565137cb9fefe4498f13aea2f9135233c16e177483af3756a908493f85c0f2,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed1,sp500,cnn1d,indicators,1,5891a72a9eefcfed2ed90535d66c6a8565443774aabc9d58fe824006607887fb,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed7,sp500,cnn1d,indicators,7,79b9fb2aeb57e22bc8dbd45a188989e5048b410126b22ddd0f9cd582686affb3,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed42,sp500,cnn1d,indicators,42,cfad9ed9775b8c7ab4fb948f0f91525edf7e40c0c0cf2009c3f06010d6340ccf,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed123,sp500,cnn1d,indicators,123,e9bd61b5544c7270449d081a16f97a75926c8faec60235184c22c3b96bb318b9,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__cnn1d__indicators__seed2026,sp500,cnn1d,indicators,2026,627bda1f163ad4ae8535364c305dac8aba0175e4137c98931997cbffbb5a1faf,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed1,sp500,mlp,close,1,3d95c788d98311ac3d4eb6541fb36232d2a56f0835efb3c1f94f728b0ea25a70,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed7,sp500,mlp,close,7,d09a2965607ea175e3696bc49acf3b1a643ddda8987d67f1975fdc22ea778146,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed42,sp500,mlp,close,42,f2a8757400117d942791bf6b13116c1987ed7bf61ec28bde9cf88aa8157b1631,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed123,sp500,mlp,close,123,92a3db2d1fd4af964661141e01b76aa12ac488151f1b3e091c2d65e243d2f506,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__close__seed2026,sp500,mlp,close,2026,0056c1a4bc35dfa2c000555889fd5c00f6fe3b73574f6d778b0594789b911500,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed1,sp500,mlp,indicators,1,02dabf2efd564e8d6d54a5e9de9a34ef6dd23bfae445c364c5777fd7f80734f4,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed7,sp500,mlp,indicators,7,f1f4fc5f78f5f9ccd206b972c777053d8d6524c3ca46fda0da4cf0d6b05bcbb0,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed42,sp500,mlp,indicators,42,9292d0c723eca8563144c34913848adabe41c0ecbdb9af965691fa10bc35f8c6,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed123,sp500,mlp,indicators,123,8d26f344f6cb986820e0f575ed21a85f0b46cbb1fd87d3552f55263d19b2ea2a,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__mlp__indicators__seed2026,sp500,mlp,indicators,2026,7d7173d094d5f577e3d20651fa70a246a75df25df0605ab7ab3b134b27ca6b86,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed1,sp500,lstm_gru,close,1,1dd7d20ce68d1d276c8447e3f2d5591985e9eaec75befd537243db66b8bb9af1,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed7,sp500,lstm_gru,close,7,4ca9db4139b974b8607beb9c153eb4ae03abbcc15e8cca9fc183d220d2ded18f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed42,sp500,lstm_gru,close,42,7329a7646b68ccb01918954dee717c16afcff721eb1d390da92627b455325a3f,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed123,sp500,lstm_gru,close,123,78a74f67c9063b93a1e4904bbcaaefa8f16be450714652af966995937adf08f1,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__close__seed2026,sp500,lstm_gru,close,2026,8a97c8122e1ab7fedf838163c740c8afdcf9d018c73012f043e8182ea714a398,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed1,sp500,lstm_gru,indicators,1,150d23e70a590fb31e638798bdf5cf81f1138a326252114b6ba4d6e78d6eba62,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed7,sp500,lstm_gru,indicators,7,a837cf1ee59d72f753fa6012a3a13bcd3f695adf73abb56efd0751a5329d09bd,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed42,sp500,lstm_gru,indicators,42,dede036fdb07536230f1904f910653a7d50162791441aa125f4398ad1665fd04,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed123,sp500,lstm_gru,indicators,123,a84aaf75fbeaf1cba10923ec6304ace01fa1eeb04810e461d49287e2ef523bdb,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__lstm_gru__indicators__seed2026,sp500,lstm_gru,indicators,2026,c96e8e2a0c6460a6f464d58fcd868ac3f7c3561b2a8ef572068857143214f11a,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed1,sp500,dnfs,close,1,40b97823409fb763ae8474dff18304082570679f7ea9f699140d0bce21c6ef04,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed7,sp500,dnfs,close,7,6d78ad10be49714595100f14a76d4f62e232d8574df18c7119744063c5cb4603,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed42,sp500,dnfs,close,42,797a1ac961ff97fa326644e50b40f3ddc0659e84a4af5a063b545af7d2282e4e,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed123,sp500,dnfs,close,123,ae786f2dda7a7e08166ff5fe9f8a3418402e20c90a279e034fe539e1b5b3e0f5,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__close__seed2026,sp500,dnfs,close,2026,a7517a0330135f88e9e128d586d8a5c38d80db60835c5848f91474cc68da98bf,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed1,sp500,dnfs,indicators,1,77187c940927ba01859a21064e4b7c6e6639984845c07d2285fe2ef56e0ca7f8,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed7,sp500,dnfs,indicators,7,fca849c4de219db01b012f75ae14d597d774ac4c2a5f924ad3fc67cef4c0c057,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed42,sp500,dnfs,indicators,42,e2c96621e7bd77ed95ed4f4c2f60a07facdd852fb438ed9629bd6f0dd06f4fd0,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed123,sp500,dnfs,indicators,123,1cae9209423dd48cdc5637baee02ec38b7277e097b69cb4d2ff55be9e2f6cd27,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
sp500__dnfs__indicators__seed2026,sp500,dnfs,indicators,2026,c6122bd47f4acfbdce85942c394d04f7efa28b417e5706016c79359bb113cb56,33,outputs/batches/markets_matched_origins_recursive_h20/matched_origins/sp500_plan.csv
